id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 3',sux:tu[soup]N sux:tunla[vessel]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 4',sux:tu[soup]N sux:ganše[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 5',sux:tu[soup]N sux:maš[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 6',sux:tu[soup]N sux:maš[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 7',sux:tu[soup]N sux:adar[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 8',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 9',sux:tu[soup]N sux:babada[porridge]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 10',sux:tu[soup]N sux:babada[porridge]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 15',sux:tu[soup]N sux:šen[cauldron]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r i 16',sux:tu[soup]N sux:uzubala[~soup]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 1',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 2',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 3',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 4',sux:kaš[beer]N sux:naŋ[drink]V/t sux:lugal[king]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 5',sux:kaš[beer]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 6',sux:dida[wort]N sux:šag[heart]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 7',sux:kaš[beer]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 8',sux:kaš[beer]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 9',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 10',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 11',sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 12',sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 13',sux:kaš[beer]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 14',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 15',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 16',sux:kaš[beer]N sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5107 [OB Kagal],,r ii 17',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 2',sux:kuš[malt-flour]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 3',sux:sahin[yeast]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 4',sux:aŋarin[matrix]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 5',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 6',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r i 7',sux:bappir[~beer]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r ii 1',sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r ii 2',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r ii 3',sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-425 (MSL 11, 111 N) [OB Nippur Lu],,r ii 4',sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 1',sux:tu[soup]N sux:zahan[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 2',sux:tu[soup]N sux:zahan[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 3',sux:tu[soup]N sux:zahan[plant]N sux:mušen[bird]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 4',sux:tu[soup]N sux:Lullubi[1]GN
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 5',sux:tu[soup]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 6',sux:tu[soup]N sux:šag[heart]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 7',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o i 8',sux:tu[soup]N sux:mušen[bird]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 3',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 4',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 5',sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 6',sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 7',sux:kaš[beer]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o ii 8',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 2',sux:sahin[yeast]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 3',sux:aŋarin[matrix]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 4',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 5',sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 6',sux:bappir[~beer]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iii 7',sux:bappir[~beer]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 1',sux:duh[bran]N sux:hahala[comestible]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 2',sux:duh[bran]N sux:hahala[comestible]N sux:du[spread]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 3',sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 4',sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 5',sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 6',sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 7',sux:zidgu[flour]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 8',sux:zidgu[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 9',sux:zidgu[flour]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 10',sux:dabin[semolina]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 11',sux:zidmilla[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 12',sux:zid[flour]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o iv 13',sux:ziddubdub[flour-heap]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 1',sux:nindaʾidea[bread]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 2',sux:nindaʾidea[bread]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 3',sux:nindaʾidea[bread]N sux:iŋeš[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 4',sux:nindaʾidea[bread]N sux:inun[ghee]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 5',sux:nindaʾidea[bread]N sux:i[oil]N sux:šah[pig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 6',sux:nindaʾidea[bread]N sux:i[oil]N sux:udu[sheep]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 7',sux:nindaʾidea[bread]N sux:lal[syrup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 8',sux:nindaʾidea[bread]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 9',sux:nindaʾidea[bread]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 10',sux:nindaʾidea[bread]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 11',sux:nindaʾidea[bread]N sux:teš[unity]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 12',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 13',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,o v 14',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 2,sux:ninda[bread]N sux:kisiga[offerings]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 3,sux:ninda[bread]N sux:ki[place]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 4,sux:ninda[bread]N sux:igi[eye]N sux:an[sky]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 5,sux:ninda[bread]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 6,sux:ninda[bread]N sux:ŋešbun[meal]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 7,sux:ninda[bread]N sux:hibza[~bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 8,sux:ninda[bread]N sux:pandunum[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 9,sux:ninda[bread]N sux:pananikum[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 10,sux:ninda[bread]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 11,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 12,sux:ninda[bread]N sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 13,sux:ninda[bread]N sux:še[barley]N sux:gibil[new]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 14,sux:ninda[bread]N sux:še[barley]N sux:sumun[old]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 15,sux:ninda[bread]N sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r i 16,sux:ninda[bread]N sux:harub[carob]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 3,sux:ninda[bread]N sux:ŋarza[rites]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 4,sux:ninda[bread]N sux:giʾiziʾešta[~bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 5,sux:ninda[bread]N sux:kurum[ration]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 6,sux:ninda[bread]N sux:nindaba[offering]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 7,sux:ninda[bread]N sux:niŋgula[~accounting]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 8,sux:ninda[bread]N sux:tahhum[replacement]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 9,sux:ninda[bread]N sux:nuʾešak[priest]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 10,sux:ninda[bread]N sux:šu[hand]N sux:taka[cvve]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r ii 11,sux:ninda[bread]N sux:zilkum[~animal]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 2,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 3,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 4,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 5,sux:mug[aromatic]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 6,sux:mug[aromatic]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 7,sux:šim[aromatics]N sux:hib[~aromatic]AJ
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 8,sux:šim[aromatics]N sux:hi[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 9,sux:šim[aromatics]N sux:li[juniper]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 10,sux:šim[aromatics]N sux:šeli[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 11,sux:šim[aromatics]N sux:gi[reed]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 12,sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 13,sux:šim[aromatics]N sux:GAM.GAM[~aromatics]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 14,sux:šim[aromatics]N sux:arganum[conifer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iii 15,sux:šim[aromatics]N sux:damšelum[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 4,sux:še[barley]N sux:in.nu.HA[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 5,sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 6,sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 7,sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 8,sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 9,sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r iv 10,sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r v 4,sux:hašhur[apple]N sux:baza[dwarf]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r v 5,sux:hašhur[apple]N sux:kurdilum[fruit-tree]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r v 6,sux:hašhur[apple]N sux:damšelum[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r v 7,sux:mun[salt]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r v 8,sux:mungazi[~agriculture]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 3,sux:uhin[date]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 4,sux:uhin[date]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 5,sux:uhin[date]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 6,sux:uhin[date]N sux:dug[speak]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 7,sux:uhin[date]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 8,sux:uhin[date]N sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 9,sux:uhin[date]N sux:bar.UD[~dates]N
dcclt/Q000043,OB Nippur Ura 06,SLT 016 [OB Nippur Ura],,r vi 10,sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,o i 2',sux:dibiri[swindler]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,o i 3',sux:lu[person]N sux:e[house]N sux:ugu[cvne]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,o i 4',sux:gur[turn]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,o i 5',sux:gu[eat]V/t sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,o i 6',sux:gur[turn]V/i sux:gig[sick]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r i 10,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r i 11,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r i 12,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 2,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 3,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 4,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 5,sux:kaš[beer]N sux:naŋ[drink]V/t sux:lugal[king]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 6,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 7,sux:kaš[beer]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 8,sux:kaš[beer]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 9,sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 10,sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 11,sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 12,sux:kaš[beer]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r ii 13,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 1,sux:kaš[beer]N sux:šud[prayer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 2,sux:kaš[beer]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 3,sux:kaš[beer]N sux:šag[heart]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 4,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 5,sux:kuš[malt-flour]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 6,sux:sahin[yeast]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 7,sux:aŋarin[matrix]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 8,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 9,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 10,sux:bappir[~beer]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 11,sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 12,sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4974 (MSL 11, 111 J) [Proverb Collection],,r iii 13,sux:bappir[~beer]N sux:ud[sun]N sux:tab[burn]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 1',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 2',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 3',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 4',sux:tu[soup]N sux:zid[flour]N sux:gu[pulse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 5',sux:tu[soup]N sux:arzana[groats]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 6',sux:tu[soup]N sux:arzana[groats]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 7',sux:tu[soup]N sux:lub[turnip]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r i 8',sux:tu[soup]N sux:tunla[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 2',sux:tu[soup]N sux:niŋluh[basin]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 3',sux:tu[soup]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 4',sux:tu[soup]N sux:i[oil]N sux:udu[sheep]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 5',sux:tu[soup]N sux:Lullubi[1]GN
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 6',sux:tu[soup]N sux:aba[who?]QP sux:silim[healthy]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 7',sux:tu[soup]N sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 8',sux:tu[soup]N sux:ur[convulsed]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 027 [Obverse Not Preserved],,r ii 9',sux:tu[soup]N sux:lal[syrup]N
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 2',sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 3',sux:sumun[vessel]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 4',sux:sumun[vessel]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 5',sux:titab[~beer]N
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 6',sux:zid[flour]N sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 7',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,N 3994 (MSL 11, 111 M) [OB Nippur Ura],,o i 8',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 1,sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 2,sux:uhin[date]N sux:babbar[white]V/i
